bathrooms,bedrooms,car_spaces,floor_area_m2,land_size_m2,price_php
1,1,0,108.0,54.0,3990000.0
1,1,0,50.0,48.0,1750000.0
1,1,0,160.0,54.0,6224000.0
1,1,1,27.21,69.0,1260000.0
1,1,0,179.7,120.0,2798730.0
1,1,0,34.08,60.0,1152720.0
3,3,2,91.92,112.0,7857000.0
1,1,0,102.0,77.0,3534000.0
1,1,0,62.4,50.0,2218120.0
1,1,0,60.0,132.0,1800000.0
2,2,0,53.0,90.0,5336000.0
1,1,0,43.2,42.0,1419330.0
1,1,0,187.0,140.0,4820412.0
1,2,0,40.39,43.2,1700000.0
1,1,0,141.0,126.0,2833485.0
1,2,0,40.31,50.4,1495851.0
1,1,0,56.0,3699.0,7498000.0
2,3,0,66.0,90.0,5739000.0
1,1,0,161.0,100.0,2900000.0
1,1,0,247.0,523.0,2600000.0
1,1,0,80.0,99.0,3440000.0
1,1,0,128.0,172.0,4174000.0
1,1,0,83.9,96.0,2698500.0
1,1,0,360.0,120.0,4900000.0
1,1,0,201.0,105.0,2697000.0
3,5,0,65.0,110.0,6355169.0
2,4,0,85.0,110.0,7576200.0
6,6,2,236.0,210.0,18500000.0
2,3,0,100.0,120.0,13000000.0
5,5,2,400.0,280.0,30000000.0
5,5,2,375.0,282.0,27500000.0
2,3,0,76.0,79.0,5760882.0
2,3,0,76.0,70.0,5760982.0
5,5,4,380.0,314.0,45000000.0
3,3,2,140.0,77.0,7200000.0
4,6,1,210.0,241.0,15000000.0
4,4,2,380.0,232.0,26500000.0
5,5,4,350.0,304.0,32800000.0
2,3,0,63.0,103.0,5600000.0
2,3,0,63.0,143.0,5800000.0
4,4,2,270.0,101.25,23000000.0
3,3,1,152.0,73.0,9000000.0
1,2,0,81.0,53.0,3315200.0
1,1,0,40.0,60.0,1270000.0
4,4,2,220.41,180.0,10800000.0
1,1,0,375.0,493.0,27620000.0
1,1,0,212.0,177.0,3057000.0
1,1,0,71.3,89.0,2939274.0
1,1,0,46.0,66.0,1932000.0
1,1,0,116.0,55.0,2299000.0
1,1,0,668.0,747.0,25147600.0
1,2,0,42.0,60.0,2239999.0
1,1,0,110.0,110.0,4022700.0
4,4,0,255.0,185.0,23000000.0
4,4,2,320.0,288.0,29500000.0
3,5,0,166.0,156.0,9647000.0
1,1,0,2880.0,3836.0,310000000.0
4,4,0,350.0,520.0,28000000.0
1,1,0,97.0,1708.0,410000000.0
1,1,0,63.0,73.0,2105600.0
3,3,4,548.81,224.0,55000000.0
1,1,0,43.0,65.0,1376000.0
5,5,2,320.0,150.0,30000000.0
2,2,0,88.0,60.0,4070000.0
1,1,0,311.0,3076.0,10163900.0
1,1,0,59.0,77.0,3403000.0
1,1,0,264.0,88.0,4796000.0
2,3,0,56.0,50.0,10598000.0
1,1,0,209.0,225.0,3789800.0
1,1,0,134.0,115.0,2306000.0
1,2,0,40.0,88.0,3991000.0
3,3,0,82.0,378.0,4838899.0
1,1,0,205.0,178.0,15745000.0
1,1,0,276.0,178.0,4430000.0
1,1,0,236.0,324.0,3879900.0
1,1,0,65.0,90.0,2770000.0
2,4,4,66.0,66.0,3500000.0
1,1,0,115.0,91.0,4715000.0
1,1,0,165.0,150.0,3232500.0
1,1,0,155.05,150.0,4342110.0
1,1,0,222.0,193.0,6900000.0
1,1,0,92.0,90.0,3224000.0
1,1,0,290.0,243.0,4189000.0
3,6,1,456.0,600.0,210000000.0
1,1,0,61.5,129.0,3567000.0
2,3,0,52.0,174.0,5918274.0
1,1,0,90.56,130.0,4430000.0
2,3,0,63.0,187.0,6900000.0
1,1,0,190.0,195.0,19052050.0
1,1,0,105.0,110.0,9300000.0
1,1,0,177.0,89.0,14250000.0
3,4,0,85.0,99.0,5970400.0
1,2,0,40.0,135.0,4025854.0
2,3,0,63.0,100.0,6537147.0
2,3,0,66.0,99.0,5179000.0
4,3,2,241.0,161.0,15300000.0
5,5,5,600.0,709.0,65000000.0
5,5,4,350.0,119.0,35000000.0
1,1,0,37.0,72.0,1334200.0
2,3,0,113.0,280.0,10900000.0
4,5,4,368.0,398.0,40000000.0
2,3,0,67.0,80.0,6296400.0
4,5,2,255.0,188.0,23000000.0
4,4,2,221.0,200.0,21300000.0
1,1,0,337.7,289.0,4600000.0
4,4,4,376.5,117.15,45000000.0
1,1,0,225.0,240.0,5500000.0
1,1,0,53.0,38.0,1275638.0
1,1,0,161.0,160.0,2080000.0
1,1,0,253.0,756.0,7290000.0
1,1,0,285.0,100.0,4675500.0
1,1,0,181.0,259.0,6108685.0
1,1,0,46.0,44.0,2020000.0
1,1,0,46.0,66.0,1396000.0
1,1,0,1200.0,41321.0,82882000.0
1,1,0,80.0,154.0,3480000.0
1,1,0,276.0,342.0,8214200.0
1,1,0,39.0,103.0,1689800.0
1,1,0,610.05,1841.0,13982000.0
1,1,0,166.0,115.0,3750000.0
1,2,0,40.31,83.0,2029068.0
1,1,0,270.0,120.0,4114250.0
1,1,0,78.0,85.0,3168020.0
1,1,0,45.0,60.0,876000.0
1,2,0,38.88,43.2,1700000.0
1,1,0,175.0,245.0,3920000.0
1,1,0,112.6,85.0,3952000.0
1,1,0,65.0,88.0,4485000.0
1,1,0,275.0,250.0,6172500.0
1,1,0,94.0,216.0,8200000.0
5,4,4,350.0,304.0,32800000.0
4,4,2,200.0,140.0,13900000.0
2,4,0,81.0,100.0,4449603.0
6,6,3,330.0,122.15,24500000.0
1,2,0,76.0,51.0,2913000.0
3,4,1,99.0,52.0,6700000.0
1,1,0,48.0,80.0,1699200.0
3,4,1,190.0,75.0,8288000.0
4,4,2,209.0,93.5,16800000.0
2,2,0,75.0,40.0,4100000.0
4,4,4,355.33,91.0,39500000.0
1,7,0,700.0,460.0,52500000.0
2,3,1,112.5,72.0,4337472.0
4,5,0,400.0,500.0,45000000.0
4,5,0,219.0,200.0,35000000.0
1,2,0,40.0,64.0,3481000.0
2,3,0,42.4,48.0,6631632.0
2,3,0,76.0,120.0,6665440.0
2,3,0,66.0,88.0,5078000.0
1,2,0,40.0,60.0,2867000.0
1,1,0,169.0,184.0,3892500.0
1,2,0,40.31,84.0,2358695.0
1,1,0,35.8,100.0,3070000.0
1,1,0,153.0,112.0,3991000.0
1,1,0,65.0,120.0,3055000.0
1,1,0,41.0,92.0,3810000.0
1,2,1,39.64,100.0,3284400.0
1,1,0,75.0,110.0,5060000.0
1,2,0,34.2,84.0,1603379.0
1,1,0,392.68,285.0,6600000.0
1,1,0,209.0,271.0,8682800.0
1,1,0,254.0,291.0,4731600.0
1,1,0,290.0,325.0,4650000.0
1,1,0,93.0,121.0,3312000.0
1,1,0,115.0,288.0,990000.0
1,1,0,242.6,192.0,3674000.0
1,2,0,52.25,80.0,4600000.0
1,1,0,78.0,130.0,2717000.0
1,1,0,109.0,110.0,3530700.0
4,4,2,330.0,280.0,29500000.0
1,2,0,64.0,51.0,3150560.0
4,5,2,446.0,269.0,48000000.0
1,2,0,61.0,70.0,4688352.0
2,3,0,68.1,91.0,6831000.0
5,5,2,350.0,263.0,23500000.0
4,4,0,230.0,243.0,34000000.0
5,5,4,675.0,555.0,200000000.0
5,4,2,720.0,840.0,29000000.0
4,4,6,720.0,840.0,29000000.0
3,4,2,180.0,132.0,14000000.0
3,3,4,243.0,240.0,33890000.0
3,3,2,197.0,120.0,10200000.0
5,5,0,1200.0,600.0,180000000.0
2,3,0,66.0,110.0,5661000.0
2,3,3,145.0,187.0,13000000.0
1,1,0,664.61,394.0,11000000.0
2,3,2,89.0,90.0,5200000.0
1,2,0,46.0,63.0,3109000.0
1,2,0,40.0,60.0,3272000.0
4,5,2,100.0,150.0,10400000.0
1,2,3,121.0,267.0,9210000.0
1,1,0,146.0,1250.0,3150900.0
1,2,0,50.0,65.0,3388000.0
1,1,0,252.0,167.0,6270000.0
1,1,0,43.0,44.0,1694000.0
1,1,0,53.22,39.0,1284138.0
1,1,0,90.2,60.0,1803200.0
1,1,0,40.0,48.0,1308000.0
1,2,0,40.31,78.4,1777465.0
1,1,0,690.1,407.0,7863800.0
1,1,0,690.0,640.0,15790000.0
2,3,0,72.0,80.0,4746800.0
1,1,0,72.0,135.0,2106000.0
3,3,2,155.0,122.0,10500000.0
3,3,1,125.0,80.0,7900000.0
3,3,0,170.0,140.0,15000000.0
2,3,0,66.0,88.0,5035000.0
2,3,0,65.0,60.03,5400000.0
1,1,0,56.0,77.0,2352000.0
1,1,0,208.0,464.0,3054000.0
1,1,0,90.0,96.0,2928000.0
1,1,0,245.0,125.0,4105000.0
1,2,0,42.0,90.0,3600000.0
1,1,1,29.16,72.0,1400000.0
1,1,0,386.0,397.0,31000000.0
2,3,0,65.0,84.83,6700000.0
1,1,0,190.0,95.0,2831000.0
1,2,0,53.0,81.0,3060000.0
3,5,0,142.0,163.0,7904000.0
3,3,0,80.0,134.0,14000000.0
1,1,0,207.0,191.0,14320000.0
1,3,3,410.0,356.0,62000000.0
5,5,3,555.0,675.0,195000000.0
4,5,2,300.0,299.0,25000000.0
4,5,2,169.0,120.0,19817000.0
1,1,0,160.0,341.0,4997300.0
2,3,0,95.0,170.0,12217000.0
6,6,2,370.0,263.0,27000000.0
2,3,0,98.0,74.0,6031000.0
5,5,3,450.0,344.0,85000000.0
1,2,0,40.0,60.0,3317000.0
1,1,0,84.0,70.0,2870000.0
3,3,2,186.0,46.0,12171969.0
1,1,0,201.9,101.0,3432800.0
1,1,0,72.0,96.0,3096000.0
1,1,0,98.0,127.0,3720000.0
1,1,0,48.0,86.0,1505350.0
3,2,0,80.0,100.0,6088471.0
1,1,0,160.0,80.0,4000000.0
4,4,2,179.0,120.0,19817000.0
1,2,0,74.0,50.0,3082240.0
5,4,2,375.0,282.0,27500000.0
5,4,2,349.0,541.0,55000000.0
2,3,0,77.0,130.0,7043000.0
3,3,1,140.0,93.0,9800000.0
1,1,0,277.0,385.0,15705000.0
1,1,0,116.0,150.0,7871412.0
1,1,0,81.0,85.0,4617000.0
2,2,0,53.0,145.0,5907000.0
1,1,0,37.3,252.0,4990000.0
1,1,0,560.0,554.0,8090000.0
1,1,0,48.0,92.0,1533400.0
1,1,0,48.0,128.0,1701700.0
1,1,0,48.0,84.0,1496000.0
1,1,0,70.0,100.0,5180000.0
1,1,0,63.8,50.0,2257565.0
1,1,0,42.0,75.0,1470000.0
4,3,4,237.0,240.0,34138900.0
1,1,0,34.0,65.0,1700000.0
2,3,0,60.0,90.0,4100000.0
3,4,0,110.0,110.0,6886160.0
1,2,0,46.0,88.0,3929000.0
1,1,0,305.0,260.0,5637200.0
1,1,0,54.0,77.0,1634000.0
1,1,0,48.0,107.0,1603525.0
1,1,0,98.0,110.0,5194000.0
1,1,0,65.0,77.0,4780000.0
3,3,0,91.92,112.0,8774600.0
1,1,0,64.0,88.0,3584000.0
1,1,0,48.0,134.0,1729750.0
1,2,0,42.0,114.0,4700000.0
2,3,0,62.55,78.0,4680000.0
1,1,0,337.9,500.0,5389800.0
3,4,0,85.0,99.0,7752000.0
1,2,1,41.0,46.0,1861934.0
1,1,0,98.72,148.0,4314064.0
1,1,0,90.0,144.0,3780000.0
1,1,0,48.0,116.0,1645600.0
1,1,0,48.0,83.0,1491325.0
1,1,0,40.0,71.5,1500000.0
1,1,0,115.0,124.0,5030000.0
1,1,0,92.78,113.0,3772288.0
1,1,0,246.23,403.0,3399300.0
2,3,0,63.0,137.0,6600000.0
1,1,0,206.0,677.0,8385900.0
5,5,2,370.0,288.0,34000000.0
1,2,0,40.0,161.0,4025842.0
1,2,0,46.0,46.0,2216000.0
5,5,4,243.0,240.0,34240000.0
5,4,3,720.0,840.0,29000000.0
1,1,0,253.64,649.0,4002100.0
1,1,0,171.0,244.0,5860000.0
1,1,0,26.5,107.0,2182300.0
1,1,0,91.0,107.0,5642000.0
1,1,0,48.0,145.0,1781175.0
1,1,0,48.0,138.0,1748450.0
1,1,0,48.0,95.0,1547425.0
1,1,0,48.0,110.0,1617550.0
1,1,0,54.0,144.0,2160000.0
2,3,0,50.0,173.0,4120128.0
1,2,0,42.0,60.0,2600000.0
1,1,0,131.0,77.0,6040000.0
3,4,0,110.0,211.24,7817142.0
1,2,1,48.85,46.0,2635000.0
3,5,0,147.23,176.0,8912310.0
2,3,0,77.25,100.0,3215000.0
1,1,0,75.0,87.0,5510502.0
1,1,0,150.42,90.0,6017000.0
1,1,0,90.0,50.0,3330000.0
1,1,0,50.61,77.0,2585000.0
1,1,0,74.0,152.0,1704537.0
1,1,0,48.0,54.0,801000.0
1,1,0,284.12,300.0,7389000.0
1,1,0,41.46,210.0,2323884.0
1,1,0,132.0,80.0,1916000.0
1,1,0,105.0,97.0,1747000.0
1,1,0,74.8,210.0,2436600.0
1,1,0,76.0,104.0,1349000.0
1,1,0,75.0,102.0,959000.0
2,3,1,66.0,99.0,5650000.0
1,2,0,43.0,36.0,2500000.0
1,1,0,46.0,66.0,1375000.0
1,1,0,89.5,47.5,3624750.0
1,1,0,100.0,72.0,1777200.0
1,1,0,84.0,92.0,2050000.0
1,1,0,198.0,150.0,3756688.0
1,1,0,290.0,149.0,6004000.0
1,1,0,29.8,45.0,834400.0
1,1,0,84.03,140.0,1817000.0
1,1,0,320.0,438.0,10582000.0
1,1,0,80.83,50.75,3536720.0
1,1,0,153.55,60.1,8583000.0
1,1,0,102.6,102.62,5027400.0
1,1,0,74.88,150.0,1444796.0
1,1,0,28.0,65.0,539000.0
1,1,0,220.0,171.0,2590500.0
1,1,0,379.2,210.0,7230063.0
1,1,0,105.0,228.0,2842114.0
1,1,0,50.0,60.0,1168000.0
1,1,0,105.0,63.0,4620000.0
1,1,0,145.0,85.0,6670000.0
1,1,0,52.0,76.0,2028000.0
1,1,0,110.0,180.0,6977000.0
3,5,1,143.0,132.0,8599000.0
3,4,0,675.0,555.0,195000000.0
1,1,0,103.44,94.0,4551360.0
1,1,0,65.0,180.0,3250000.0
1,1,0,43.0,83.0,1720000.0
1,1,0,22.0,160.0,1165000.0
1,1,0,159.0,277.0,1765000.0
1,1,0,193.45,150.0,1751180.0
1,1,0,32.0,150.0,1091000.0
1,1,0,32.0,40.0,547000.0
1,1,0,133.8,1339.0,3231100.0
1,1,0,82.5,157.0,1657275.0
1,1,0,28.0,65.0,584000.0
1,1,0,105.0,156.0,1266618.0
1,1,0,41.3,35.0,408000.0
1,1,0,68.0,66.0,2584000.0
1,1,0,100.0,50.0,2940000.0
1,1,0,46.0,38.5,1610000.0
1,1,0,246.0,252.93,7338110.0
1,1,0,60.88,34.6,1552000.0
1,1,0,35.0,104.0,791000.0
1,1,0,70.5,72.7,1145987.0
1,1,0,63.0,72.0,1884000.0
1,1,0,22.0,66.0,539000.0
1,1,0,112.0,150.0,1292353.0
3,4,1,83.0,110.0,6451000.0
3,5,1,166.0,220.0,12319000.0
1,3,1,147.0,147.0,3000000.0
1,1,0,67.0,60.0,3686226.0
1,1,0,188.62,194.0,6162000.0
1,1,0,55.0,35.0,2090000.0
1,1,0,50.0,38.5,461372.0
1,1,0,62.5,80.0,705000.0
1,1,0,56.0,42.0,478000.0
1,1,0,70.0,100.0,2446000.0
1,1,0,75.0,87.0,4650000.0
1,1,0,88.0,44.0,3432000.0
1,1,0,88.0,71.0,2588723.0
1,1,0,63.5,120.0,2724000.0
1,1,0,91.0,174.0,3549000.0
1,1,0,39.48,130.0,1300343.0
2,2,1,53.0,88.0,4891000.0
3,4,0,183.0,154.0,12300000.0
1,1,0,40.0,62.0,221218.0
1,1,0,40.0,120.0,2990000.0
1,1,0,820.0,2810.0,8517000.0
1,1,0,43.0,54.0,771000.0
1,1,0,80.0,121.0,3200000.0
1,1,0,54.0,58.65,1674000.0
1,1,0,174.0,148.0,5397200.0
1,1,0,130.75,147.0,6764143.0
1,1,0,300.0,150.0,1500000.0
1,1,0,42.0,59.0,568000.0
1,1,0,63.0,70.0,2634987.0
1,1,0,82.47,50.0,553000.0
1,1,0,40.96,35.0,474000.0
1,1,0,99.0,115.0,3003000.0
1,1,0,168.0,120.0,3327057.0
1,1,0,40.0,118.0,2000000.0
1,1,0,238.0,278.0,4105000.0
1,1,0,40.0,40.0,1280000.0
3,5,1,100.0,121.0,7247000.0
2,3,0,40.0,45.0,1784160.0
2,3,1,82.3,150.0,5221500.0
3,3,0,100.0,80.0,4500000.0
3,5,0,150.0,150.0,7808036.0
3,5,0,150.0,150.0,8365000.0
2,2,0,52.0,125.0,6225000.0
1,2,0,56.0,36.0,2177340.0
2,2,0,60.0,144.0,4069254.0
2,4,2,83.0,140.0,5629645.0
1,2,1,40.0,46.0,2189361.0
2,3,1,85.5,74.19,4750000.0
1,1,2,40.0,85.0,3800000.0
3,4,0,310.0,363.0,40000000.0
1,2,0,40.0,40.0,2470000.0
2,3,0,87.0,80.0,7536710.0
4,3,3,150.0,114.0,8000000.0
1,2,1,44.5,50.0,1532000.0
2,3,0,64.0,50.0,3537408.0
2,3,0,73.0,140.0,5024975.0
2,2,0,705.0,92.0,3200000.0
2,2,1,143.0,76.0,10000000.0
1,2,0,51.0,48.0,2865998.0
3,3,2,117.0,84.0,6800000.0
3,5,0,181.0,146.0,7102920.0
2,3,0,484.0,250.0,14500000.0
2,3,0,120.0,60.0,3400000.0
1,3,1,62.0,96.0,3789137.0
3,5,1,256.0,355.0,19000000.0
3,3,1,83.0,110.0,5972000.0
4,4,0,400.0,300.0,37000000.0
1,1,0,33.0,36.0,750000.0
1,2,1,44.0,102.0,2411700.0
5,4,1,132.0,70.0,6000000.0
3,4,0,178.7,176.0,11152935.0
2,3,0,87.0,50.0,4686000.0
2,2,0,54.0,91.0,1900000.0
3,4,1,120.0,80.0,6800000.0
3,4,0,163.81,150.0,5000000.0
2,2,0,53.0,88.0,4500000.0
1,2,0,40.0,44.0,2671900.0
3,4,2,92.0,112.0,10533400.0
2,4,1,70.0,79.0,4800000.0
3,3,0,200.0,150.0,9500000.0
2,4,2,100.0,81.0,4273500.0
3,3,0,102.0,80.0,6752000.0
3,3,1,129.0,87.5,8000000.0
2,4,0,70.0,60.0,2893200.0
2,3,0,63.0,105.0,3300000.0
1,2,0,46.6,40.0,1440120.0
3,4,2,160.0,85.0,9800000.0
3,4,0,90.0,100.0,5500000.0
3,4,1,150.0,150.0,10000000.0
1,1,0,46.6,40.0,1089519.0
2,3,1,85.0,60.0,5200000.0
3,4,0,119.0,150.0,6300000.0
1,3,1,40.0,40.0,1935600.0
2,3,0,95.0,198.0,13662000.0
2,2,0,73.0,44.0,2770000.0
2,4,0,130.0,168.0,12000000.0
2,4,0,82.0,156.0,6400000.0
2,4,0,83.0,140.0,5868645.0
6,5,0,630.0,800.0,32000000.0
2,3,1,50.0,60.0,2292000.0
2,3,0,77.25,100.0,3311000.0
2,3,0,78.2,80.0,5325430.0
2,4,0,115.08,132.0,6571420.0
1,2,0,44.5,58.5,1990000.0
2,3,0,87.0,51.0,5271750.0
3,3,0,89.0,50.0,4550000.0
2,2,1,47.0,50.0,3852000.0
2,3,0,65.0,137.0,5200000.0
4,4,0,500.0,472.0,60000000.0
2,3,0,78.0,160.0,6458975.0
5,4,0,800.0,1231.0,55000000.0
2,3,0,115.0,102.0,8070786.0
1,2,0,48.0,88.0,7112460.0
1,2,0,44.0,75.0,2700000.0
2,3,0,79.87,126.0,6000000.0
1,3,0,80.0,100.0,4800000.0
3,3,0,365.0,421.0,35000000.0
2,4,0,165.0,207.0,12000000.0
3,4,0,100.0,120.0,6635400.0
2,3,0,94.0,80.0,7638042.0
3,5,3,238.0,700.4,60000000.0
1,2,0,40.0,88.0,3604000.0
3,3,2,80.0,104.0,6629652.0
1,2,0,44.5,90.0,2196000.0
1,2,0,40.0,54.0,3157000.0
2,2,1,94.81,91.0,5675000.0
2,2,1,44.0,95.0,5100000.0
2,3,1,60.0,80.0,4640756.0
3,5,0,174.0,130.0,9725100.0
1,2,0,40.0,36.0,2933000.0
3,4,2,155.0,104.0,9798000.0
2,3,2,72.0,50.0,3567750.0
3,4,0,174.66,176.0,9959130.0
2,2,1,54.0,51.0,4899000.0
2,2,0,48.26,50.0,3000000.0
2,3,0,94.0,80.0,7738042.0
1,2,0,40.0,36.0,3077000.0
2,3,1,65.0,137.0,5200000.0
2,3,0,147.0,139.0,7901850.0
1,2,0,40.0,50.0,1650000.0
2,3,0,94.0,89.0,4777920.0
1,1,0,40.0,50.0,1600000.0
2,4,0,80.0,100.0,4509821.0
3,5,0,174.0,130.0,9725000.0
1,2,0,40.0,36.0,2412309.0
2,3,1,92.0,86.0,5830000.0
2,3,0,65.0,130.0,5200000.0
2,3,1,79.0,110.0,3500000.0
3,3,2,80.0,104.0,6629651.0
3,3,0,90.0,120.0,6360000.0
2,3,0,133.0,280.0,8500000.0
1,2,1,55.0,62.5,1500000.0
1,2,0,46.0,54.0,1600000.0
5,5,1,165.0,206.0,4280000.0
6,5,0,208.0,53.0,11573578.0
3,3,0,103.0,168.0,9908462.0
1,2,1,44.0,46.0,2151000.0
3,4,1,120.0,72.0,3039000.0
1,2,0,53.0,53.0,3236607.0
4,5,4,350.0,408.0,15000000.0
8,5,3,700.0,566.0,55000000.0
1,2,0,40.0,36.0,1300000.0
2,3,0,60.0,50.0,2667000.0
2,3,2,112.36,80.0,5182936.0
2,3,0,65.0,100.0,3915179.0
2,3,1,65.0,88.0,5403000.0
1,2,0,60.0,40.0,3417000.0
1,2,0,36.0,36.0,2766000.0
2,3,0,116.0,29.0,11000000.0
2,3,0,73.0,140.0,6492435.0
2,4,0,212.0,437.0,52440000.0
6,6,0,331.6,300.0,14858200.0
2,3,2,131.0,105.0,8137000.0
2,3,0,94.0,80.0,7524442.0
3,4,0,100.0,110.0,6835000.0
2,3,0,80.0,109.0,5728000.0
5,6,0,450.0,1183.0,23000000.0
2,2,0,96.0,80.0,3300000.0
6,5,0,213.0,54.0,11860928.0
1,3,0,100.0,226.0,27120000.0
2,3,0,50.0,50.0,2400000.0
4,4,0,400.0,882.0,85000000.0
3,4,0,160.0,154.0,7088260.0
3,4,0,167.4,154.0,8078516.0
1,3,0,93.91,88.0,4711885.0
2,3,2,90.0,60.0,5868000.0
1,5,0,1059.33,873.0,1500000000.0
1,2,0,46.0,66.0,4033000.0
2,4,1,86.0,99.0,6143000.0
2,2,0,112.5,72.0,4336980.0
2,3,2,64.0,96.0,3161768.0
3,4,0,100.0,120.0,6900000.0
6,5,0,350.0,150.0,19800000.0
2,3,1,65.0,104.0,7405000.0
3,3,0,200.0,150.0,15000000.0
5,5,0,280.0,150.0,22000000.0
1,2,1,50.0,40.0,1505712.0
2,3,0,100.0,200.0,13000000.0
1,2,0,65.0,75.0,3305200.0
3,3,1,185.0,143.0,6000000.0
4,6,6,368.0,1400.0,17000000.0
2,3,0,60.0,114.0,5414215.0
1,3,1,40.0,60.0,1968000.0
2,3,0,53.0,88.0,5121000.0
2,3,1,65.0,88.0,6716000.0
1,1,0,27.0,80.0,2700000.0
2,4,2,220.41,180.0,10800000.0
2,2,1,94.81,56.0,4990000.0
10,10,3,653.0,708.0,30000000.0
2,3,1,94.0,53.0,4752480.0
2,3,0,90.0,120.0,6929670.0
2,3,0,200.0,120.0,4000000.0
2,3,0,40.0,45.0,1721800.0
3,3,1,161.5,72.0,8410640.0
1,2,0,40.0,44.0,1819811.0
2,4,3,125.0,121.0,6161000.0
2,3,2,75.0,126.0,4578000.0
3,4,0,90.0,110.0,6028155.0
3,5,0,142.0,132.0,8448000.0
2,4,0,164.8,224.0,16583910.0
1,2,0,40.0,75.0,2646796.0
3,5,0,110.0,140.0,8648580.0
2,4,1,107.0,100.0,6890000.0
3,3,0,112.0,80.0,5990000.0
1,2,1,46.0,41.0,2010889.0
2,3,1,105.0,85.0,7688000.0
3,4,0,187.0,182.0,6308820.0
1,2,0,40.0,44.0,1700000.0
4,3,0,264.41,522.0,35473927.0
3,5,0,142.0,121.0,7158664.0
1,2,0,44.0,48.0,1600000.0
5,5,0,250.0,187.5,15000000.0
2,4,2,130.0,466.0,11276800.0
4,5,0,360.0,711.0,29000000.0
1,2,0,71.5,80.0,4168640.0
2,3,0,80.0,66.0,5500000.0
4,4,3,496.0,496.0,25000000.0
1,3,0,46.6,40.0,1162000.0
2,3,0,72.0,101.0,3986000.0
3,3,3,444.9,124.0,48025624.0
3,3,0,152.0,182.0,5569520.0
2,3,0,112.0,80.0,5182936.0
4,4,2,266.0,108.0,29800000.0
1,2,0,40.0,142.0,5200000.0
2,3,0,96.0,96.0,4374720.0
6,6,4,700.0,193.0,34000000.0
1,3,1,125.0,133.0,7207100.0
2,3,1,60.0,50.0,2211600.0
3,4,0,173.0,153.0,8354000.0
1,2,0,46.0,80.0,2000000.0
4,4,1,182.0,102.0,8500000.0
1,2,0,40.0,50.0,2207956.0
1,2,1,40.0,44.0,2000000.0
5,8,6,580.0,400.0,35000000.0
3,2,0,143.0,250.0,21184000.0
2,3,0,62.0,100.0,3500000.0
2,2,0,52.0,96.0,2948000.0
2,4,1,79.0,161.0,5066901.0
2,3,1,85.0,110.0,6000000.0
1,2,0,42.5,80.0,2266646.0
2,2,0,40.0,96.0,2613000.0
3,3,0,113.0,77.0,6500000.0
1,2,1,40.0,44.0,1750785.0
1,3,1,54.0,50.0,2004125.0
2,3,0,74.0,78.0,3100000.0
4,4,0,250.0,150.0,14500000.0
2,2,0,38.0,121.0,2783529.0
4,5,1,250.0,150.0,13500000.0
3,4,2,155.0,131.0,9671000.0
2,4,0,88.0,52.0,2900000.0
2,2,0,76.0,88.0,3600000.0
2,3,0,295.0,300.0,9500000.0
3,4,0,181.0,90.0,5350000.0
1,2,0,44.0,36.0,1074176.0
2,4,2,81.0,100.0,3900000.0
3,3,0,83.0,110.0,6781000.0
2,3,0,54.35,48.0,3080000.0
2,2,2,46.0,60.0,3225000.0
5,7,4,343.0,420.0,68000000.0
2,3,1,72.0,80.0,5299680.0
3,4,2,100.0,120.0,7302920.0
2,3,0,70.0,120.0,2448900.0
4,4,2,245.0,180.0,12000000.0
2,3,2,128.0,169.44,8600000.0
1,2,0,40.0,44.0,2147583.0
1,2,1,62.8,88.0,2900000.0
1,2,0,67.0,157.0,3587000.0
8,7,8,525.0,964.0,95000000.0
2,2,1,58.0,78.0,2596000.0
5,6,4,567.0,360.0,39200000.0
10,10,0,2000.0,17000.0,350000000.0
3,3,0,88.0,91.0,7564990.0
5,6,0,650.0,226.3,26000000.0
2,3,0,87.0,132.0,3217300.0
4,4,4,172.0,264.0,18000000.0
2,2,1,46.16,50.0,2900000.0
3,3,0,150.0,286.0,7000000.0
4,5,1,300.0,333.0,15000000.0
3,3,0,391.35,336.0,35918440.0
1,1,0,52.5,200.0,7162000.0
2,5,2,251.61,174.0,15700000.0
1,3,0,100.0,120.0,5500000.0
2,4,0,104.0,78.0,3386400.0
4,4,0,200.0,100.0,17000000.0
1,2,0,40.0,40.0,2000004.0
1,2,0,33.6,30.1,660000.0
2,3,0,90.0,52.0,2800000.0
3,4,2,120.0,121.0,7725000.0
3,4,0,160.0,80.0,4500000.0
2,3,0,120.0,84.0,5831600.0
3,4,0,93.0,113.0,9700000.0
1,2,0,49.0,49.0,1087000.0
10,10,0,2000.0,17000.0,350000001.0
4,5,3,126.0,174.0,14395000.0
4,5,2,185.0,207.0,12500000.0
9,5,0,538.0,604.0,70000000.0
2,3,0,96.0,132.0,3900000.0
1,2,0,36.0,63.0,3454000.0
2,3,0,72.0,100.0,5116589.0
1,1,0,31.0,89.0,3000000.0
2,3,0,80.0,92.0,5565640.0
2,3,1,80.0,57.0,4500000.0
4,4,2,292.0,118.0,31600000.0
2,3,0,66.0,88.0,4835285.0
3,3,1,169.94,100.0,9100000.0
4,3,0,300.0,166.0,55000000.0
4,5,4,800.0,1090.0,20000000.0
3,3,0,104.0,70.0,5980000.0
1,2,0,40.0,54.0,4481000.0
1,3,0,95.0,182.0,12613000.0
