bathrooms,bedrooms,car_spaces,floor_area_m2,land_size_m2,price_php
1,1,0,341.0,352.0,6512000.0
1,3,0,56.0,100.0,3000000.0
4,4,2,240.0,144.0,23000000.0
1,1,0,58.0,52.0,1141000.0
1,3,0,42.0,49.5,1333397.0
6,6,2,308.0,275.0,23000000.0
2,3,0,219.0,75.0,5000000.0
8,8,1,2500.0,4356.0,1000000000.0
1,1,0,286.0,1622.0,4902800.0
2,3,0,68.0,130.0,3500000.0
2,3,2,150.0,410.0,6000000.0
1,2,0,48.0,80.0,1478000.0
4,4,2,200.0,150.0,13000000.0
4,5,3,350.0,220.0,29000000.0
3,3,2,105.0,60.0,5300000.0
1,1,0,403.57,176.0,5230702.0
3,4,2,90.0,120.0,7300000.0
1,1,0,290.0,235.0,4176109.0
2,2,0,80.0,60.0,3500000.0
1,1,0,80.0,151.0,4480000.0
1,1,0,100.0,110.0,1700000.0
2,4,5,150.0,2381.0,22000000.0
2,3,1,94.0,89.0,4135000.0
3,3,0,124.98,150.0,6094356.0
2,3,3,126.0,93.0,8000000.0
6,5,0,778.0,400.0,110000000.0
2,3,1,89.0,50.0,4436880.0
1,3,0,71.1,60.0,2598727.0
1,1,0,93.0,112.0,4100000.0
2,4,1,200.0,70.0,6500000.0
2,3,0,478.0,4390.0,25000000.0
5,4,2,280.0,264.0,17000000.0
1,2,1,44.5,58.5,1990000.0
6,4,10,961.0,719.0,239999999.0
3,5,0,100.0,120.0,3910000.0
1,1,0,160.0,228.0,2718000.0
4,4,2,320.0,288.0,22000000.0
3,3,0,167.0,100.0,23500000.0
1,2,0,42.4,72.0,3697532.0
5,5,0,431.5,360.0,11830000.0
1,1,0,132.0,127.0,4482400.0
2,2,0,80.0,40.0,2800000.0
3,3,2,110.0,80.0,6500000.0
1,3,0,53.6,104.0,1514325.0
4,3,0,270.0,350.0,36000000.0
2,3,0,92.0,80.0,3200000.0
2,3,2,170.0,219.0,17300000.0
5,5,1,280.0,160.0,12000000.0
6,5,10,1600.0,2158.0,1599999999.0
3,4,0,155.0,60.0,6528000.0
3,3,0,250.0,180.0,12000000.0
2,4,0,100.0,148.0,7500000.0
3,3,2,140.0,220.0,14000000.0
4,7,1,290.0,281.0,18000000.0
3,4,1,184.0,120.0,11000000.0
2,1,0,200.0,759.0,18000000.0
4,4,0,350.0,405.0,52000000.0
6,5,3,542.0,406.0,45800000.0
4,4,0,750.0,400.0,108000000.0
1,1,0,97.0,240.0,3702000.0
4,4,2,285.0,189.0,18000000.0
3,4,1,130.0,60.0,6528000.0
3,3,0,280.0,182.0,7500000.0
4,5,0,210.0,2430.0,8500000.0
5,4,2,320.0,260.0,21500000.0
1,3,1,91.0,78.0,6800000.0
10,10,0,300.0,228.0,8500000.0
4,5,0,260.0,161.0,18900000.0
4,4,2,170.0,104.0,8700000.0
3,4,0,190.0,172.0,9100000.0
1,1,0,234.0,515.0,4399800.0
1,1,0,80.0,98.0,3070000.0
1,1,0,50.0,120.0,2030000.0
1,1,0,103.0,240.0,3441754.0
2,2,1,40.0,60.0,4000000.0
1,1,0,81.5,145.0,3831000.0
2,3,1,62.0,60.0,5275000.0
1,1,0,46.0,86.0,1932000.0
1,1,0,214.0,294.0,2979200.0
1,1,0,56.0,67.0,1267000.0
1,3,0,113.0,210.0,6341200.0
1,1,0,35.0,72.0,1140800.0
3,3,2,148.0,88.0,7500000.0
6,7,3,580.0,204.0,9500000.0
1,1,1,27.21,57.0,1250000.0
2,2,1,50.0,64.0,4055000.0
5,5,7,1000.0,1636.0,605320000.0
4,4,4,250.0,779.0,13800000.0
2,3,2,120.0,70.0,6500000.0
1,3,0,60.0,100.0,2600000.0
1,1,0,100.0,120.0,4462000.0
1,2,0,46.0,46.0,1903000.0
1,1,0,96.3,45.0,2696000.0
1,1,0,119.0,75.0,2451700.0
3,3,1,84.19,185.0,7070000.0
1,2,0,35.8,120.0,3140000.0
1,3,0,54.0,50.0,2123125.0
1,1,0,159.0,150.0,3334800.0
1,1,0,42.0,66.0,1285800.0
1,1,0,71.0,136.0,1735000.0
1,1,0,31.0,78.0,1081000.0
2,3,0,63.25,54.0,4180000.0
1,1,0,241.13,288.0,3391831.0
1,1,0,149.0,81.0,2061390.0
2,4,0,73.7,40.5,1742077.0
1,1,0,166.0,122.0,3876000.0
1,1,0,50.0,108.0,2185000.0
1,1,1,27.21,60.0,1371000.0
1,2,0,46.0,54.0,2500000.0
1,1,0,164.0,88.0,3207200.0
1,1,0,131.0,80.0,3012160.0
1,1,0,78.1,110.0,1393480.0
1,1,0,284.96,339.0,3977632.0
1,2,1,62.8,86.0,2370800.0
5,4,2,200.0,75.0,12950000.0
2,3,1,53.24,114.0,3430890.0
3,4,0,88.0,120.0,3753144.0
1,1,0,58.0,50.0,2094150.0
2,3,0,94.0,107.0,4800040.0
1,1,0,31.0,45.0,829600.0
2,3,2,95.0,155.0,9500000.0
1,1,0,123.0,150.0,4900000.0
1,1,0,229.66,288.0,7352100.0
1,2,0,34.0,84.0,1813248.0
1,1,0,95.0,100.0,3640000.0
1,1,0,129.0,225.0,2742100.0
3,4,1,150.0,210.0,12900000.0
1,1,0,59.0,77.0,2065400.0
6,7,2,500.0,951.0,45000000.0
1,1,0,153.0,115.0,4331900.0
1,1,0,129.0,262.0,5232000.0
1,1,0,149.0,132.0,3354800.0
4,4,4,334.0,400.0,28000000.0
1,3,0,40.0,43.0,2550000.0
3,5,2,188.0,197.0,9300000.0
6,5,0,650.0,821.0,50000000.0
8,5,4,530.0,525.0,35000000.0
1,1,0,105.0,96.0,2698500.0
2,3,1,110.0,60.0,5500000.0
4,4,0,256.85,234.94,29500000.0
4,4,0,443.0,361.0,35000000.0
5,4,0,320.0,1000.0,28000000.0
1,2,0,40.31,62.0,1583055.0
1,2,0,36.0,120.0,1873447.0
3,4,2,880.0,636.0,62000000.0
1,1,0,72.25,81.0,1200000.0
1,4,0,114.03,192.0,3636387.0
5,4,3,138.0,98.0,11500000.0
1,1,0,194.0,200.0,6774200.0
4,3,2,220.0,288.0,18000000.0
1,1,0,129.0,105.0,3726000.0
3,4,3,100.0,120.0,6466000.0
1,1,0,117.0,229.0,10000000.0
9,8,2,765.0,351.0,60000000.0
6,6,0,144.0,87.0,10200000.0
1,1,0,166.0,120.0,2500000.0
3,5,0,234.1,253.0,7846680.0
3,3,2,162.0,102.0,9500000.0
5,6,2,500.0,321.0,29000000.0
5,5,2,500.0,465.0,40000000.0
1,1,0,155.0,184.0,3068190.0
1,1,0,180.0,73.0,2922000.0
1,2,0,39.64,143.0,1527271.0
1,2,0,58.0,50.0,3230000.0
5,6,2,321.0,240.0,7200000.0
6,6,3,430.0,310.0,35000000.0
1,2,0,40.31,75.0,979530.0
4,4,2,475.0,307.0,40000000.0
3,3,0,120.0,60.0,10000000.0
5,4,2,353.0,281.0,26000000.0
3,3,4,280.0,410.0,13300000.0
6,5,3,325.0,426.0,22500000.0
5,5,5,430.0,535.0,34000000.0
3,3,1,148.36,47.3,13950000.0
3,3,0,100.0,70.0,8800000.0
3,5,3,280.0,384.0,14500000.0
1,3,0,50.0,182.0,2594000.0
4,5,0,600.0,1868.0,16500000.0
1,1,0,52.0,60.0,1820000.0
1,1,0,205.5,168.0,5370000.0
3,3,2,160.0,120.0,11000000.0
2,3,0,72.0,98.0,5901500.0
5,5,2,250.0,172.0,15500000.0
2,4,1,130.0,80.0,6500000.0
2,4,20,120.0,1807.0,3000000.0
4,5,2,155.0,150.0,15800000.0
1,2,0,38.88,41.4,1938000.0
1,1,0,620.0,1285.5,19038500.0
4,4,2,220.0,191.0,16500000.0
3,4,1,84.0,72.0,3980000.0
3,4,2,200.0,140.0,11300010.0
4,3,2,295.0,204.0,19800000.0
3,3,2,234.0,207.0,16000000.0
5,6,4,976.0,821.0,90000000.0
5,4,0,450.0,198.0,95000000.0
5,5,2,235.5,210.0,18500000.0
3,4,1,155.0,60.0,6528000.0
1,1,0,92.0,108.0,3136000.0
2,2,0,100.0,61.0,4400000.0
1,3,0,78.0,63.0,3531822.0
1,1,0,187.0,120.0,4809100.0
4,4,10,300.0,1224.0,16500000.0
3,3,2,80.0,90.0,8500000.0
2,2,0,180.0,200.0,8000000.0
3,3,2,165.0,138.0,16500000.0
4,4,2,184.0,157.0,15950000.0
5,5,2,250.0,189.0,15000000.0
3,3,4,180.0,263.0,11500000.0
4,7,0,249.0,71.0,3240000.0
6,5,2,450.0,344.0,85000000.0
5,5,2,220.0,150.0,13500000.0
1,1,0,185.37,346.0,4317080.0
1,1,0,90.0,168.0,3144000.0
4,4,2,135.0,80.0,8000000.0
1,2,0,44.0,46.0,1730200.0
3,4,4,223.0,295.0,40000000.0
1,1,0,63.0,50.0,2235025.0
1,1,0,93.0,92.0,3076600.0
1,1,0,327.0,315.0,11751000.0
1,1,0,61.0,120.0,1649200.0
1,1,0,52.0,99.0,2340000.0
1,1,0,60.0,105.0,2777250.0
1,1,0,96.0,134.0,4813200.0
1,1,0,275.0,250.0,4700000.0
1,1,0,177.0,421.0,3507100.0
1,1,0,180.0,180.0,1332000.0
1,1,0,318.0,427.0,5837400.0
3,3,2,128.0,96.0,7872000.0
1,1,0,64.0,91.0,2994000.0
1,1,0,84.0,128.0,3747160.0
2,3,0,60.0,112.0,6871000.0
3,3,0,147.0,110.0,6557100.0
1,1,0,67.0,45.0,2046471.0
1,1,0,80.0,72.0,3316800.0
1,1,0,352.0,570.0,120000000.0
1,1,0,60.0,50.0,2081500.0
1,1,0,60.0,235.0,3270000.0
1,1,0,154.0,261.0,3607700.0
1,1,0,250.0,250.0,5200000.0
1,1,0,48.0,100.0,1824000.0
1,1,0,284.0,702.0,4200000.0
2,3,1,62.4,110.0,5430000.0
1,1,0,242.0,240.0,5719800.0
1,1,0,443.0,970.0,3202000.0
1,1,0,83.0,45.0,2457849.0
1,1,0,41.9,66.0,1648840.0
1,1,0,78.0,60.0,2236200.0
5,4,4,500.0,408.0,110000000.0
2,3,0,66.0,91.0,5772000.0
1,1,0,151.0,161.0,5150850.0
3,4,2,150.0,120.0,9800000.0
1,1,0,271.2,224.0,4985120.0
1,1,0,122.0,80.0,2247600.0
1,1,0,227.75,146.0,6202000.0
1,1,0,94.0,121.0,3332000.0
3,3,0,268.64,100.0,27500000.0
1,1,0,113.74,110.0,3172284.0
1,1,0,104.0,88.0,2992000.0
1,1,0,80.0,40.0,2000000.0
2,3,0,278.0,172.0,38000000.0
1,1,0,121.0,120.0,4840000.0
1,1,0,233.21,600.0,3860400.0
1,1,0,72.0,133.0,2346000.0
1,1,0,200.76,140.0,3564000.0
1,1,0,37.3,70.0,1960000.0
3,4,0,83.0,99.0,5706000.0
1,2,0,37.3,70.0,1700000.0
1,1,0,48.0,80.0,1477300.0
1,1,0,40.0,48.0,1264000.0
1,1,0,58.0,60.0,1718200.0
1,1,0,196.0,337.0,3885000.0
1,1,0,141.0,336.0,5240000.0
1,1,0,48.0,66.0,1752000.0
1,1,0,42.0,54.0,1260000.0
1,1,0,136.0,163.0,4622200.0
1,1,0,50.0,50.0,1840000.0
1,1,0,252.8,243.0,4926528.0
1,2,0,40.0,102.0,3510142.0
1,1,0,123.0,57.0,3870600.0
1,1,0,83.0,114.0,2289800.0
1,1,0,85.0,60.0,3400000.0
1,1,0,280.0,142.0,4425000.0
2,4,0,140.0,140.0,2000000.0
3,3,0,300.0,675.0,48000000.0
1,1,0,86.8,70.0,1743300.0
1,1,0,53.0,80.0,2128420.0
1,1,0,46.0,77.0,1844000.0
1,1,0,50.0,1561.0,1248800.0
1,1,0,53.0,106.0,2745648.0
4,4,0,481.5,890.0,100000000.0
1,1,0,125.0,54.0,3159000.0
1,1,1,29.16,70.0,1617600.0
1,2,0,40.0,44.0,2028308.0
1,1,0,418.3,398.0,15937000.0
1,1,0,104.0,180.0,2581000.0
1,1,0,380.0,10001.0,12663600.0
1,1,0,170.0,130.0,2954000.0
1,1,0,80.0,120.0,3328600.0
1,1,0,50.0,120.0,1695000.0
1,1,0,45.0,60.0,1357500.0
1,1,0,76.0,72.0,2498000.0
1,1,0,52.0,123.0,3296130.0
1,2,0,60.0,40.25,1800000.0
1,1,0,40.0,36.0,1576000.0
1,1,0,120.92,150.0,3918400.0
1,1,0,47.0,60.0,1504000.0
2,3,0,104.0,155.0,6055000.0
2,3,0,200.0,369.0,24750000.0
1,1,0,40.0,54.0,1400000.0
1,1,0,414.0,192.0,8845200.0
1,1,0,118.16,388.0,6528960.0
1,1,0,81.0,100.0,1346600.0
1,1,0,91.0,153.0,5437800.0
2,2,0,86.0,60.0,4000000.0
5,4,0,650.0,1441.0,619300000.0
2,3,0,89.0,164.0,5665000.0
8,10,20,500.0,724.0,28000000.0
4,4,2,400.0,300.0,40000000.0
1,1,0,149.0,105.0,2269700.0
1,3,0,62.4,104.0,2468189.0
1,1,0,195.0,144.0,2617000.0
1,1,0,223.0,78.0,16970000.0
1,2,0,40.32,78.4,1855068.0
1,3,0,95.0,120.0,4394062.0
1,1,0,54.0,80.0,1932000.0
1,1,0,197.0,88.0,9437908.0
5,5,2,458.0,312.0,31000000.0
1,1,0,142.5,188.0,3046810.0
2,3,1,99.0,89.0,4872450.0
1,1,0,83.0,140.0,11200000.0
1,1,0,152.0,190.0,1516200.0
1,1,0,164.57,160.0,2117500.0
1,1,0,144.0,105.0,3171200.0
3,3,2,164.0,136.0,15000000.0
1,1,0,175.0,221.0,3220000.0
1,2,1,40.31,84.0,1871789.0
1,1,0,217.3,59.5,4074400.0
1,1,0,191.0,182.0,5678050.0
1,2,0,42.4,48.0,2934677.0
1,1,0,272.0,240.0,13328000.0
1,2,1,50.0,113.0,4200000.0
1,1,0,144.64,150.0,4250000.0
1,1,0,110.5,121.0,3420000.0
1,2,0,46.0,60.0,2995000.0
1,3,0,50.0,173.0,4120128.0
5,4,2,380.0,286.0,34000000.0
1,1,0,77.0,137.0,2636000.0
1,1,0,225.0,1382.0,4763300.0
2,3,1,170.0,140.0,6000000.0
1,1,0,184.46,150.0,4310078.0
1,1,0,71.0,72.0,2272800.0
7,6,3,1000.0,860.0,60000000.0
2,3,0,55.6,52.0,2800000.0
4,4,0,237.0,240.0,18000000.0
1,1,0,115.0,126.0,2244250.0
1,1,0,163.0,180.0,2677000.0
5,5,2,236.0,210.0,18500000.0
1,5,2,350.0,150.0,16000000.0
5,5,9,2800.0,1075.0,265000000.0
3,4,2,240.0,182.0,19850000.0
4,4,1,225.69,156.0,16500000.0
3,3,2,180.0,204.0,11800000.0
1,1,0,161.0,81.0,2941000.0
3,3,1,105.0,56.0,6000000.0
3,5,0,140.0,80.0,7500000.0
3,4,0,180.0,64.3,7300000.0
3,3,2,130.0,80.0,7500000.0
3,4,2,130.0,80.0,7000000.0
3,3,1,170.0,140.0,15000000.0
2,2,0,59.0,71.0,4500000.0
2,3,1,140.0,70.0,6600000.0
1,2,0,35.0,80.0,1404000.0
7,7,0,800.0,665.0,230000000.0
2,3,1,113.0,180.0,10510000.0
1,1,0,119.0,70.0,2484000.0
1,1,0,150.0,75.0,2000000.0
3,2,0,158.0,209.0,16000000.0
1,1,0,350.0,750.0,8250000.0
1,1,0,160.0,96.0,3200000.0
4,4,2,195.0,120.0,11500000.0
1,1,0,160.66,109.0,2254920.0
1,1,0,116.0,155.0,2631000.0
2,4,0,104.0,88.0,4852556.0
4,4,3,300.0,309.0,25500000.0
3,3,3,400.0,145.0,45000000.0
3,4,4,350.0,291.0,28000000.0
4,4,2,500.0,312.0,30000000.0
5,5,2,350.0,301.0,36000000.0
4,3,2,300.0,179.0,18000000.0
5,5,0,321.0,240.0,8500000.0
3,4,2,197.0,120.0,9000000.0
2,3,0,65.0,60.0,5400000.0
1,1,0,46.0,48.0,1201700.0
1,1,0,205.0,140.0,5073000.0
1,1,0,48.0,111.0,948300.0
1,1,0,64.2,88.0,2000000.0
3,4,1,88.0,125.0,5900000.0
2,3,0,75.0,100.0,5000000.0
5,4,2,263.0,300.0,28000000.0
1,2,0,45.0,83.0,3080000.0
3,3,3,300.0,204.0,18750000.0
3,4,2,90.0,120.0,7000000.0
4,5,0,309.0,2080.0,36000000.0
5,5,10,1644.0,2244.0,919999999.0
2,4,0,120.0,98.0,7000000.0
4,4,2,270.0,150.0,24000000.0
4,4,1,125.0,80.0,7900000.0
1,1,0,328.0,518.0,9509600.0
3,4,2,108.0,152.0,9000000.0
5,5,10,800.0,861.0,120000000.0
3,4,0,199.0,143.0,11700000.0
1,1,0,101.0,165.0,990000.0
4,4,3,300.0,385.0,14800000.0
1,1,0,290.0,601.0,12350000.0
1,1,0,133.1,106.0,3563000.0
1,1,0,196.0,151.0,4551600.0
1,1,0,80.0,120.0,2500000.0
2,3,0,90.0,112.5,5121296.0
1,1,0,420.0,75.0,13500000.0
1,1,0,97.0,142.0,3789500.0
1,1,0,331.6,300.0,14858200.0
3,4,0,85.0,88.0,5744000.0
2,3,1,70.0,50.0,4100000.0
3,3,2,400.0,400.0,22000000.0
1,1,0,127.46,158.0,6300000.0
1,1,0,132.0,118.0,3931000.0
3,3,0,100.0,120.0,7150000.0
3,3,0,200.0,326.0,17000000.0
3,4,0,133.0,102.0,18795600.0
2,2,0,80.0,40.0,2500000.0
3,4,2,110.0,100.0,40000.0
10,6,6,1000.0,3213.0,90000000.0
2,3,2,150.0,410.0,5000000.0
3,4,1,360.0,207.0,16500000.0
1,1,0,228.0,165.0,3970200.0
4,4,0,500.0,934.0,20000000.0
1,1,0,282.0,240.0,5424600.0
4,5,0,332.0,353.0,135000000.0
4,5,4,350.0,378.0,22000000.0
2,3,0,72.0,48.0,3300000.0
5,3,2,255.0,185.0,23000000.0
4,3,2,245.0,110.0,28000000.0
3,4,2,320.0,288.0,22000000.0
3,3,1,130.0,80.0,10500000.0
1,1,0,110.7,75.0,1310000.0
4,6,2,210.0,241.0,16000000.0
1,2,0,46.0,78.0,2635000.0
3,3,0,200.0,120.0,14000000.0
3,3,1,160.0,98.0,7400000.0
5,4,0,527.0,354.0,46176525.0
4,5,4,450.0,340.0,41500000.0
1,2,1,60.0,70.0,4200000.0
1,2,1,37.3,70.0,1700000.0
1,1,0,145.68,111.9,4184196.0
4,4,2,375.0,228.0,19700000.0
2,6,0,150.0,192.0,9000000.0
1,1,0,108.0,89.0,2163500.0
1,2,0,40.32,50.4,1517128.0
1,1,0,55.0,35.0,1705000.0
2,3,1,82.0,80.0,4000000.0
3,3,2,170.0,42.0,12500000.0
1,1,0,60.0,50.0,2150500.0
1,1,0,114.0,132.0,3144000.0
1,1,0,65.0,99.0,4650000.0
1,1,0,257.0,180.0,5989300.0
1,1,0,136.0,166.75,3492550.0
2,3,1,82.25,47.0,3950000.0
2,2,0,53.0,88.0,4435000.0
3,3,1,93.0,155.0,7500000.0
1,1,0,96.0,134.0,5500800.0
1,1,0,46.0,133.0,2262800.0
1,1,0,236.0,239.0,3324500.0
1,1,0,66.0,48.0,2180000.0
3,3,2,91.92,112.0,8106200.0
2,3,0,93.0,155.0,5670000.0
3,3,1,84.19,110.0,5650000.0
1,1,0,183.0,114.0,5106000.0
1,1,0,115.0,63.0,2915650.0
2,3,0,116.0,164.0,6610000.0
1,1,0,74.0,45.0,2234450.0
4,4,4,675.0,555.0,195000000.0
1,1,0,280.0,150.0,3711750.0
1,2,0,42.0,60.0,2800000.0
1,2,0,50.0,62.0,3118080.0
5,4,0,171.0,264.0,18000000.0
4,4,2,229.0,77.0,17695000.0
2,3,1,63.0,180.0,9700000.0
1,1,0,46.0,96.0,2185000.0
1,1,0,288.0,284.0,4322800.0
1,2,0,63.3,96.0,5000000.0
1,1,0,150.0,180.0,1635000.0
1,1,0,140.0,100.0,5640000.0
1,2,0,52.25,80.0,4000000.0
4,4,4,359.0,104.35,45000000.0
3,3,2,237.85,92.0,25296000.0
4,3,3,500.0,805.0,265000000.0
1,1,0,240.0,242.0,18550000.0
1,1,0,90.0,77.0,3753000.0
1,1,0,97.0,88.0,3912000.0
1,2,0,42.0,90.0,3050000.0
1,1,0,38.0,36.0,1497000.0
1,1,0,65.0,140.0,2665000.0
2,2,0,81.0,60.0,3825000.0
1,1,0,185.6,274.0,3488520.0
1,1,0,286.0,301.0,10287960.0
1,1,0,66.0,110.0,2171400.0
4,3,1,300.0,477.0,95000000.0
1,1,0,90.0,100.0,3580000.0
1,1,0,327.0,239.0,11058400.0
2,3,0,115.0,115.0,6440000.0
1,1,0,67.0,52.0,3360000.0
1,1,0,63.0,87.0,2331000.0
1,1,0,180.0,180.0,3900000.0
2,3,0,63.0,100.0,4800000.0
1,2,0,52.25,118.0,5600000.0
1,2,0,52.25,80.0,4100000.0
2,3,0,106.97,180.0,5700000.0
6,7,0,300.0,157.0,22000000.0
1,1,0,84.0,208.0,7157000.0
4,3,2,188.67,99.1,21000000.0
3,3,0,89.0,52.0,5591250.0
1,3,0,60.0,120.0,2999299.0
1,1,0,273.0,400.0,2318700.0
1,1,0,96.0,82.0,3542230.0
1,1,0,84.0,120.0,3673560.0
1,1,0,133.5,114.0,4806000.0
1,1,0,112.0,240.0,2040000.0
1,1,0,132.0,50.0,2749600.0
1,1,0,100.0,77.0,4170000.0
1,1,0,157.0,106.0,6607440.0
1,1,0,357.5,388.0,6468400.0
1,1,0,70.0,45.0,2133250.0
1,1,0,58.0,47.85,2105400.0
1,1,0,48.0,81.0,1481975.0
1,1,0,138.0,136.0,3554000.0
1,1,0,48.0,119.0,1659625.0
1,1,0,125.94,78.0,4803252.0
3,4,0,163.9,376.0,14100000.0
1,1,0,68.0,45.0,2082650.0
1,1,0,97.41,128.0,1319800.0
1,1,0,40.0,66.0,1800000.0
1,1,0,160.0,104.42,6961176.0
1,1,0,80.0,73.0,3780000.0
1,1,0,72.0,107.0,2670500.0
1,1,0,141.0,68.0,4044000.0
2,3,0,63.0,100.0,5600000.0
1,1,0,58.6,65.0,2778000.0
4,4,2,420.0,336.0,30000000.0
6,6,4,1200.0,1600.0,75000000.0
5,5,0,350.0,351.0,85000000.0
1,1,0,102.0,150.0,2733610.0
1,1,0,90.82,130.0,2959680.0
1,1,0,48.0,100.0,1070400.0
1,1,0,99.0,212.0,4358300.0
1,1,0,102.0,154.0,5641785.0
2,2,0,120.0,60.0,4600000.0
1,1,0,97.0,117.0,3538600.0
1,1,0,112.0,127.0,3345600.0
3,3,2,126.95,42.0,8500000.0
3,4,2,140.0,80.0,7500000.0
4,4,2,163.0,78.0,10000000.0
5,5,4,350.0,125.0,32000000.0
5,4,2,368.0,368.0,28000000.0
6,6,0,700.0,860.0,128000000.0
1,1,0,168.0,200.0,3815364.0
6,6,6,800.0,238.0,45000000.0
1,1,0,190.0,112.0,3532680.0
4,4,4,500.0,408.0,98000000.0
1,1,0,146.1,123.0,4970000.0
3,3,1,92.0,86.0,5880000.0
3,3,1,80.0,120.0,6800000.0
3,3,2,305.0,130.0,18000000.0
6,6,2,221.0,200.0,21300000.0
3,4,0,83.0,99.0,5969000.0
1,1,0,171.0,72.0,7636892.0
2,2,0,57.0,83.0,2200000.0
2,2,0,73.47,65.0,2687866.0
3,4,2,220.0,217.0,13800000.0
1,1,0,103.0,66.0,2740350.0
1,1,0,40.0,48.0,1832300.0
4,5,5,247.0,341.0,28000000.0
3,6,3,300.0,216.0,10000000.0
1,1,0,142.0,163.0,9240800.0
1,1,0,79.0,120.0,1116700.0
1,1,0,97.0,256.0,2215619.0
3,3,0,300.0,512.0,240000000.0
1,1,0,386.0,209.0,6230300.0
5,5,4,600.0,480.0,43800000.0
2,3,0,102.0,60.0,5543253.0
1,1,0,597.6,580.0,12907500.0
2,3,0,250.0,200.0,32500000.0
2,3,0,64.26,48.0,2003281.0
3,4,1,111.0,110.0,6036800.0
2,3,1,62.2,100.0,4646300.0
5,5,3,350.0,280.0,33500000.0
1,1,0,250.35,150.0,4026451.0
3,4,1,115.0,60.0,6528000.0
4,5,1,200.0,75.0,9000000.0
6,5,0,850.0,344.0,50000000.0
7,6,3,480.0,172.0,25000000.0
6,5,2,446.0,269.0,48000000.0
3,5,0,110.0,140.0,8838900.0
4,5,3,1100.0,1150.0,230000000.0
5,5,4,512.0,650.0,32000000.0
5,4,2,230.0,165.0,18500000.0
3,3,2,316.0,204.0,29700000.0
4,3,2,249.5,218.0,25000000.0
2,3,0,220.0,100.0,26800000.0
12,10,15,1500.0,1838.0,185000000.0
4,4,3,300.0,309.0,24000000.0
7,5,2,335.75,166.0,28000000.0
1,1,0,62.0,85.0,2880000.0
1,1,0,156.4,110.0,5474000.0
1,1,0,518.0,1180.0,63721300.0
1,1,0,104.0,110.0,2170970.0
1,1,0,92.0,121.0,3050000.0
1,1,0,264.0,276.0,7539700.0
1,1,0,159.85,125.0,3557600.0
1,2,0,52.25,83.0,4100000.0
1,1,0,298.0,140.0,7893600.0
1,1,0,210.0,53.0,11151000.0
4,4,2,210.0,120.0,12800000.0
5,5,2,307.0,240.0,25000000.0
7,4,2,461.0,118.0,32000000.0
1,2,0,52.25,80.0,4544594.0
4,4,2,195.0,280.0,14000000.0
1,1,0,122.3,86.0,2877950.0
5,4,2,458.0,631.0,180000000.0
5,5,5,800.0,570.0,225000000.0
4,5,2,166.0,120.0,15800000.0
1,1,0,114.0,73.0,2324700.0
5,5,2,330.0,305.0,35000000.0
5,6,4,500.0,656.0,33000000.0
4,4,2,180.0,140.0,14000000.0
4,3,2,248.0,174.0,15700000.0
2,3,2,136.07,85.5,6985000.0
5,5,2,800.0,1065.0,450000000.0
4,4,0,1170.0,9750.0,45000000.0
1,1,0,60.03,45.0,2023400.0
4,5,2,286.0,300.0,28000000.0
5,5,3,375.0,280.0,42500000.0
4,4,4,470.0,787.0,42000000.0
5,8,4,580.0,259.0,35000000.0
4,4,2,180.0,120.0,15500000.0
1,2,2,72.0,46.0,3800000.0
5,5,3,900.0,400.0,150000000.0
3,4,0,112.0,249.0,6357500.0
3,3,0,118.0,164.0,6680000.0
3,3,0,132.9,405.0,12600000.0
1,1,0,27.21,60.0,1313700.0
1,1,0,222.79,80.0,5036035.0
1,1,0,214.0,1259.0,1879600.0
1,1,0,124.5,141.0,5118720.0
6,6,3,550.0,251.0,125000000.0
4,4,3,300.0,649.0,30000000.0
2,3,2,112.36,80.0,5268662.0
2,3,0,66.0,96.0,3838919.0
3,4,2,263.0,297.0,25000000.0
1,2,0,40.0,48.0,2113127.0
4,4,2,172.0,72.0,13600000.0
3,3,0,106.0,60.0,6664450.0
5,5,3,400.0,300.0,43000000.0
1,1,0,206.4,299.0,12941000.0
4,5,6,260.0,619.0,25000000.0
4,4,2,264.0,296.0,50103000.0
3,3,1,160.0,60.0,6528000.0
1,1,0,40.0,40.0,1000000.0
3,3,1,101.0,80.0,5300000.0
2,2,1,71.0,59.0,4500000.0
4,5,0,700.0,640.0,45500000.0
1,1,0,221.0,126.0,3921857.0
4,4,2,200.0,140.0,15700000.0
7,6,0,1200.0,1111.0,650000000.0
1,1,0,300.0,9357.0,46785000.0
3,4,2,250.0,271.0,17000000.0
1,1,0,283.75,191.0,3943100.0
1,1,0,111.0,129.0,2526521.0
2,3,2,158.0,90.0,7855200.0
1,1,0,47.0,31.7,2077000.0
1,1,0,44.0,77.0,1711600.0
2,3,0,82.98,120.0,5870000.0
1,1,0,358.35,410.0,8632000.0
1,2,0,37.0,90.0,2133886.0
1,1,0,212.0,400.0,2824000.0
4,5,2,285.0,50.0,20000000.0
3,3,1,130.0,80.0,7100000.0
2,3,0,94.0,89.0,4407150.0
3,3,2,350.0,140.0,13900000.0
7,6,2,370.0,263.0,27000000.0
6,6,3,400.0,165.0,24000000.0
1,1,0,185.0,192.0,5288000.0
3,3,1,140.0,75.0,8500000.0
3,3,2,197.0,120.0,9800000.0
3,5,0,100.0,121.0,6975000.0
3,5,0,142.0,143.0,8407000.0
1,1,0,54.25,40.0,1011000.0
